,eventairport_conv,count,eventcity,event_fullstate,eventstate,count_by_loc,, 
3598,maple,1,maple plain,Minnesota,MN,1,,
3599,hogue,1,spencer,Tennessee,TN,1,,
3600,holdenville municipal,1,holdenville,Oklahoma,OK,1,,
3601,manhawkin municipal,1,manhawkin,New Jersey,NJ,1,,
3602,hollander's,1,salem,New Hampshire,NH,1,,
3603,major samuel b cornelius field,1,spearman,Texas,TX,1,,
3604,holly lake ranch,1,hawkins,Texas,TX,1,,
3605,maize,1,wichita,Kansas,KS,1,,
3606,maidens,1,williamston,Michigan,MI,1,,
3607,holtville,1,holtville,California,CA,1,,
3608,los alamitos municipal,1,los alamitos,California,CA,1,,
3609,longwell,1,amsterdam,New York,NY,1,,
3610,jablonski,1,nunica,Michigan,MI,1,,
3611,lester field,1,inverness,Mississippi,MS,1,,
3612,isbell,1,fort payne,Alabama,AL,1,,
3613,isla verde international,1,isla de vieques,Puerto Rico,PR,1,,
3614,liberty landing,1,missouri city,Missouri,MO,1,,
3615,liberty county,1,hinesville,Georgia,GA,1,,
3616,li calzi,1,bridgeton,New Jersey,NJ,1,,
3617,lexington airfield,1,lexington,Texas,TX,1,,
3618,islesboro municipal,1,islesboro,Maine,ME,1,,
3619,lewis county regional,1,monticello,Missouri,MO,1,,
3620,lewis b. wilson,1,macon,Georgia,GA,1,,
3621,lester state,1,lester,Washington,WA,1,,
3622,leroy municipal,1,leroy,New York,NY,1,,
3623,iron county,1,crystal falls,Michigan,MI,1,,
3624,iuka municipal,1,iuka,Mississippi,MS,1,,
3625,leo's place,1,riley,Kansas,KS,1,,
3626,leo e. goetz county,1,onaway,Michigan,MI,1,,
3627,j lynn helms sevier county,1,de queen,Arkansas,AR,1,,
3628,leffler,1,longwood,Florida,FL,1,,
3629,leeward farm,1,soldiers grove,Wisconsin,WI,1,,
3630,leesville municipal,1,leesville,Louisiana,LA,1,,
3631,j t willie,1,worthington,Pennsylvania,PA,1,,
3632,lees summit municipal,1,lees summit,Missouri,MO,1,,
3633,leechburg municipal,1,leechburg,Pennsylvania,PA,1,,
3634,isabel municipal,1,isabel,South Dakota,SD,1,,
3635,international peace garden,1,dunseith,North Dakota,ND,1,,
3636,longview bridge medical emergency,1,skykomish,Washington,WA,1,,
3637,illinois valley parachute club,1,minier,Illinois,IL,1,,
3638,long lake,1,kodiak,Alaska,AK,1,,
3639,london international,1,london,,,0,,
3640,husband field,1,dallas center,Iowa,IA,1,,
3641,huscher field,1,cache,Oklahoma,OK,1,,
3642,hutchinson,1,molalla,Oregon,OR,1,,
3643,logan,1,windsor locks,Connecticut,CT,1,,
3644,lofty redwoods,1,point arena,California,CA,1,,
3645,hyde field,1,clinton,Maryland,MD,1,,
3646,loars field,1,onsted,Michigan,MI,1,,
3647,hysham,1,hysham,Montana,MT,1,,
3648,indian town municipal,1,indiantown,Florida,FL,1,,
3649,lind,1,lind,Washington,WA,1,,
3650,indianola,1,indianola,Iowa,IA,1,,
3651,industry air park,1,baltimore,Ohio,OH,1,,
3652,innovis health,1,napoleon,North Dakota,ND,1,,
3653,lisbon airfield,1,south charleston,Ohio,OH,1,,
3654,linton municipal,1,linton,North Dakota,ND,1,,
3655,linkwood municipal,1,linkwood,Maryland,MD,1,,
3656,lindsay municipal,1,lindsay,Oklahoma,OK,1,,
3657,lindrith airpark,1,lindrith,New Mexico,NM,1,,
3658,linders cow chip,1,louisburg,Kansas,KS,1,,
3659,integris clinton regional hospital,1,clinton,Oklahoma,OK,1,,
3660,gold king creek,1,fairbanks,Alaska,AK,1,,
3661,muleshoe municipal,1,muleshoe,Texas,TX,1,,
3662,glover,1,fowlerville,Michigan,MI,1,,
3663,elizabethtown municipal,1,elizabethton,Tennessee,TN,1,,
3664,elk river municipal,1,elk river,Idaho,ID,1,,
3665,pinoak,1,bellaire,Texas,TX,1,,
3666,piney pinecreek border,1,pinecreek,Minnesota,MN,1,,
3667,ellicott municipal,1,ellicott,Colorado,CO,1,,
3668,pinehurst municipal,1,pinehurst,North Carolina,NC,1,,
3669,pine view,1,elizabeth,Colorado,CO,1,,
3670,pine river regional,1,pine river,Minnesota,MN,1,,
3671,pine hollow,1,wamic,Oregon,OR,1,,
3672,pine hill municipal,1,pine hill,Alabama,AL,1,,
3673,ellsworth municipal,1,ellsworth,Kansas,KS,1,,
3674,pine grove,1,pigeon forge,Tennessee,TN,1,,
3675,pinckneyville du quoin,1,pinckneyville,Illinois,IL,1,,
3676,pilots ridge,1,carolina,North Carolina,NC,1,,
3677,elmira municipal,1,elmira,New York,NY,1,,
3678,emmetsburg municipal,1,emmetsburg,Iowa,IA,1,,
3679,emporia greensville regional,1,emporia,Virginia,VA,1,,
3680,ennis big sky,1,ennis,Montana,MT,1,,
3681,picabo municipal,1,picabo,Idaho,ID,1,,
3682,enumclaw,1,enumclaw,Washington,WA,1,,
3683,enumclaw municipal,1,enumclaw,Washington,WA,1,,
3684,era helicopters fourchon helibase,1,grand isle,Louisiana,LA,1,,
3685,erlanger medical center,1,reliance,Tennessee,TN,1,,
3686,erroport,1,mounds,Oklahoma,OK,1,,
3687,pirates cove,1,benton,Kentucky,KY,1,,
3688,piseco municipal,1,piseco,New York,NY,1,,
3689,erwin,1,erwin,North Carolina,NC,1,,
3690,pittsburgh city center,1,pittsburgh,Pennsylvania,PA,1,,
3691,pomonkey municipal,1,pomonkey,Maryland,MD,1,,
3692,pomona municipal,1,pomona,New Jersey,NJ,1,,
3693,polson municipal,1,polson,Montana,MT,1,,
3694,edmonton municipal,1,edmonton,,,0,,
3695,eduardo gomez airport,1,manaus,,,0,,
3696,pollock municipal,1,alexandria,Louisiana,LA,1,,
3697,edward f johnson,1,ishpeming,Michigan,MI,1,,
3698,point roberts municipal,1,point roberts,Washington,WA,1,,
3699,point roberts airpark,1,point roberts,Washington,WA,1,,
3700,edwards county,1,rocksprings,Texas,TX,1,,
3701,plows & props,1,springfield,Wisconsin,WI,1,,
3702,egg harbor municipal,1,egg harbor city,New Jersey,NJ,1,,
3703,pleasant hill,1,perrysville,Ohio,OH,1,,
3704,ekalaka,1,ekalaka,Montana,MT,1,,
3705,el tiro,1,tucson,Arizona,AZ,1,,
3706,elba municipal,1,elba,Alabama,AL,1,,
3707,elbert county patz field,1,elberton,Georgia,GA,1,,
3708,elbow lake municipal,1,elbow lake,Minnesota,MN,1,,
3709,plains municipal,1,plains,Kansas,KS,1,,
3710,eldora municipal,1,eldora,Iowa,IA,1,,
3711,pixley,1,stanfield,Arizona,AZ,1,,
3712,eldorado,1,el dorado,Texas,TX,1,,
3713,elephant path,1,perkasie,Pennsylvania,PA,1,,
3714,phillips flying ranch,1,rockwall,Texas,TX,1,,
3715,erwin municipal,1,erwin,North Carolina,NC,1,,
3716,edisto island municipal,1,edisto island,South Carolina,SC,1,,
3717,fairfield medical center,1,lancaster,Ohio,OH,1,,
3718,fairplains airpark,1,greenville,Michigan,MI,1,,
3719,fairview farm airfield,1,pine grove,Pennsylvania,PA,1,,
3720,fairways,1,oregon city,Oregon,OR,1,,
3721,falcon municipal,1,falcon,North Carolina,NC,1,,
3722,pea patch aerodrome,1,blythe,Georgia,GA,1,,
3723,fall creek air ranch,1,spicewood,Texas,TX,1,,
3724,payne,1,pelahatchie,Mississippi,MS,1,,
3725,fall river mill municipal,1,fall river mills,California,CA,1,,
3726,paxton municipal,1,paxton,Illinois,IL,1,,
3727,paxton,1,paxton,Illinois,IL,1,,
3728,far field,1,marengo,Illinois,IL,1,,
3729,nassau municipal,1,nassau,,,0,,
3730,paullina municipal,1,paullina,Iowa,IA,1,,
3731,paulding northwest atlanta,1,dallas,Georgia,GA,1,,
3732,paul pittman memorial,1,tylertown,Mississippi,MS,1,,
3733,farmerville municipal,1,farmerville,Louisiana,LA,1,,
3734,patz,1,pound,Wisconsin,WI,1,,
3735,patterson,1,alturas,California,CA,1,,
3736,parsons,1,carrollton,Ohio,OH,1,,
3737,parshall hankins,1,parshall,North Dakota,ND,1,,
3738,parrish,1,mount vernon,Indiana,IN,1,,
3739,farnsworths air strip,1,north rose,New York,NY,1,,
3740,parkston municipal,1,parkston,South Dakota,SD,1,,
3741,fairgrounds airpark,1,hardin,Montana,MT,1,,
3742,fairbanks municipal,1,fairbanks,Alaska,AK,1,,
3743,philadelhia international,1,philadelphia,Pennsylvania,PA,1,,
3744,pegasus airpark,1,saylorsburg,Pennsylvania,PA,1,,
3745,pfister's,1,friday harbor,Washington,WA,1,,
3746,petroleum helt,1,cameron,Louisiana,LA,1,,
3747,petroleum helicopters inc,1,sabine pass,Texas,TX,1,,
3748,peterson point municipal,1,peterson point,Alaska,AK,1,,
3749,esclante municipal,1,escalante,Utah,UT,1,,
3750,peterborough municipal,1,peterborough,,,0,,
3751,essex municipal,1,essex,Maryland,MD,1,,
3752,essin muhlheim municipal,1,essen,,,0,,
3753,eugene's dream,1,springtown,Texas,TX,1,,
3754,perry warsaw municipal,1,perry,New York,NY,1,,
3755,perry park,1,castle rock,Colorado,CO,1,,
3756,perry international,1,perry,South Carolina,SC,1,,
3757,eva creek,1,eva creek,Alaska,AK,1,,
3758,evans,1,elizabeth,Colorado,CO,1,,
3759,evart municipal,1,evart,Michigan,MI,1,,
3760,perham municipal,1,perham,Minnesota,MN,1,,
3761,exxon,1,grand isle,Louisiana,LA,1,,
3762,exxon intracoastal city terminal,1,intracoastal city,Louisiana,LA,1,,
3763,fabens municipal,1,fabens,Texas,TX,1,,
3764,fair weather field,1,monaville,Texas,TX,1,,
3765,pelican rapids municipal lyon field,1,pelican rapids,Minnesota,MN,1,,
3766,peleau,1,hakalau,Hawaii,HI,1,,
3767,fairbank farms,1,ashville,New York,NY,1,,
3768,pondcreek municipal,1,pond creek,Oklahoma,OK,1,,
3769,pontotoc municipal,1,pontotoc,Mississippi,MS,1,,
3770,faulkton municipal,1,faulkton,South Dakota,SD,1,,
3771,dog island,1,dog island,Florida,FL,1,,
3772,dorval international,1,montreal,,,0,,
3773,dotson,1,lexington,Ohio,OH,1,,
3774,red reflet ranch,1,ten sleep,Wyoming,WY,1,,
3775,double d ranch,1,rosanky,Texas,TX,1,,
3776,dove creek,1,dove creek,Colorado,CO,1,,
3777,dover municipal,1,dover,Ohio,OH,1,,
3778,red lion municipal,1,red lion,New Jersey,NJ,1,,
3779,red hook municipal,1,red hook,New York,NY,1,,
3780,drennan,1,los fresnos,Texas,TX,1,,
3781,drewniany springmeadow,1,gilbertsville,Pennsylvania,PA,1,,
3782,rebel field,1,alta loma,Texas,TX,1,,
3783,drillmore acres,1,newburg,Pennsylvania,PA,1,,
3784,reader botsford,1,wellington,Ohio,OH,1,,
3785,dry creek,1,cypress,Texas,TX,1,,
3786,dugger's field,1,ashville,Alabama,AL,1,,
3787,ranger creek,1,greenwater,Washington,WA,1,,
3788,kingdom field,1,lodi,California,CA,1,,
3789,randle kiona airpark,1,randle,Washington,WA,1,,
3790,"duke field,(eglin af aux nr 3",1,crestview,Florida,FL,1,,
3791,rancho vallecito,1,julian,California,CA,1,,
3792,dummerston municipal,1,dummerston,Vermont,VT,1,,
3793,rancho magdalena,1,dulce,New Mexico,NM,1,,
3794,dundee flying club,1,dundee,New York,NY,1,,
3795,donaldsville municipal,1,donaldsonville,Louisiana,LA,1,,
3796,dodge center,1,dodge center,Minnesota,MN,1,,
3797,ramapo valley municipal,1,ramapo,New York,NY,1,,
3798,reds wallowa horse ranch,1,enterprise,Oregon,OR,1,,
3799,desert enter municipal,1,desert center,California,CA,1,,
3800,detorit metro wayne cnty,1,detroit,Michigan,MI,1,,
3801,detroit international,1,detroit,Michigan,MI,1,,
3802,richard arthur field,1,fayette,Alabama,AL,1,,
3803,rices airpark,1,mebane,North Carolina,NC,1,,
3804,rice,1,elmore,Ohio,OH,1,,
3805,detroit metro,1,detroit,Michigan,MI,1,,
3806,reynolds airpark,1,green cove springs,Florida,FL,1,,
3807,reykjavik international,1,selfoss,,,0,,
3808,rexford,1,montezuma,Kansas,KS,1,,
3809,devine municipal,1,devine,Texas,TX,1,,
3810,dfw airport,1,dallas,Texas,TX,1,,
3811,dfw intl. apt,1,dallas,Texas,TX,1,,
3812,dfw intl. arpt,1,dallas,Texas,TX,1,,
3813,reid eash,1,howe,Indiana,IN,1,,
3814,diamond k ranch,1,manvel,Texas,TX,1,,
3815,rehoboth bay,1,rehoboth beach,Delaware,DE,1,,
3816,reelfoot lake,1,tiptonville,Tennessee,TN,1,,
3817,diomede,1,diomede,Alaska,AK,1,,
3818,dixon,1,vacaville,California,CA,1,,
3819,reed flying service inc,1,iota,Louisiana,LA,1,,
3820,reed,1,houston,Texas,TX,1,,
3821,doctors hospital,1,augusta,Georgia,GA,1,,
3822,ramme,1,genoa,Illinois,IL,1,,
3823,duplin co,1,kenansville,North Carolina,NC,1,,
3824,edinburg international,1,edinburg,Texas,TX,1,,
3825,princeville municipal,1,princeville,Hawaii,HI,1,,
3826,prestwick municipal,1,prestwick,,,0,,
3827,east georgia regional,1,swainsboro,Georgia,GA,1,,
3828,prarieville municipal,1,prairieville,Louisiana,LA,1,,
3829,prairie lake pvt res sp mooring facility,1,casselberry,Florida,FL,1,,
3830,potsdam municipal damon field,1,potsdam,New York,NY,1,,
3831,potomac airpark,1,berkeley springs,West Virginia,WV,1,,
3832,east lansing municipal,1,east lansing,Michigan,MI,1,,
3833,post mills,1,pomfret,Vermont,VT,1,,
3834,post garza county municipal,1,post,Texas,TX,1,,
3835,eastern maine medical center,1,fryburg,Maine,ME,1,,
3836,posey field,1,haleyville,Alabama,AL,1,,
3837,portsmouth municipal,1,portsmouth,Virginia,VA,1,,
3838,ebensburg municipal,1,ebensburg,Pennsylvania,PA,1,,
3839,echo,1,oregon hill,Pennsylvania,PA,1,,
3840,porter ranch,1,blum,Texas,TX,1,,
3841,echo bay,1,echo bay,Nevada,NV,1,,
3842,echo lake,1,murchison,Texas,TX,1,,
3843,eck field,1,wichita,Kansas,KS,1,,
3844,eckhart international,1,porthill,Idaho,ID,1,,
3845,port moller municipal,1,port moller,Alaska,AK,1,,
3846,edgar g obie,1,chinook,Montana,MT,1,,
3847,edgemont municipal,1,edgemont,South Dakota,SD,1,,
3848,port au prince municipal,1,port au prince,Florida,FL,1,,
3849,princeton caldwell county,1,princeton,Kentucky,KY,1,,
3850,propst,1,albany,Oregon,OR,1,,
3851,raleigh durham municipal,1,raleigh,North Carolina,NC,1,,
3852,propwash,1,justin,Texas,TX,1,,
3853,rake,1,rake,Iowa,IA,1,,
3854,rainelle,1,rainelle,West Virginia,WV,1,,
3855,durango la plata,1,durango,Colorado,CO,1,,
3856,dutch john,1,dutch john,Utah,UT,1,,
3857,r & k skyranch,1,rochester,Washington,WA,1,,
3858,quitman brooks county,1,quitman,Georgia,GA,1,,
3859,quinn field,1,gothenburg,Nebraska,NE,1,,
3860,duval freer,1,freer,Texas,TX,1,,
3861,duvall municipal,1,duvall,Washington,WA,1,,
3862,quemado,1,quemado,New Mexico,NM,1,,
3863,quartz hill municipal,1,quartz hill,California,CA,1,,
3864,putz,1,mission,Texas,TX,1,,
3865,putman,1,newton,Indiana,IN,1,,
3866,e.a.deeds farm,1,charlotte,Vermont,VT,1,,
3867,eagle crest hudson,1,milton,Delaware,DE,1,,
3868,punxsutawney municipal,1,punxsutawney,Pennsylvania,PA,1,,
3869,punta prita baj municipal,1,punta prita baj,,,0,,
3870,eagle nest ranch,1,estacada,Oregon,OR,1,,
3871,eagles aerodrome,1,katy,Texas,TX,1,,
3872,puerto,1,san juan,Puerto Rico,PR,1,,
3873,eagles nest fairview airpark,1,pelion,South Carolina,SC,1,,
3874,eagles ridge,1,hernando,Mississippi,MS,1,,
3875,prosser municipal,1,prosser,Washington,WA,1,,
3876,farr,1,harpswell,Maine,ME,1,,
3877,pauma valley air park,1,pauma valley,California,CA,1,,
3878,park hall,1,lexington park,Maryland,MD,1,,
3879,old orchard airpark,1,modena,New York,NY,1,,
3880,obannon creek aerodrome,1,goshen,Ohio,OH,1,,
3881,oakleaf,1,hartford,South Dakota,SD,1,,
3882,fowler,1,douglasville,Georgia,GA,1,,
3883,new cuyama,1,new cuyama,California,CA,1,,
3884,fowler municipal,1,fowler,Kansas,KS,1,,
3885,oakhill airpark,1,belton,South Carolina,SC,1,,
3886,paris orly,1,paris,,,0,,
3887,fox haven plantation,1,palmyra,New York,NY,1,,
3888,o'hare international arpt,1,chicago,Illinois,IL,1,,
3889,o'hara international airport,1,chicago,Illinois,IL,1,,
3890,o'connor field,1,duncan,Arizona,AZ,1,,
3891,o'brien flying service,1,iowa,Louisiana,LA,1,,
3892,fox river,1,,Alaska,AK,0,,
3893,fox river,1,rochester,Wisconsin,WI,1,,
3894,francisco c. ada saipan international,1,saipan,Northern Mariana Islands,MP,1,,
3895,francisco c. ada saipan international,1,,Northern Mariana Islands,MP,0,,
3896,frank federer memorial,1,brinkley,Arkansas,AR,1,,
3897,frankfurt international,1,frankfurt,,,0,,
3898,northwood municipal vince field,1,northwood,North Dakota,ND,1,,
3899,geisinger,1,danville,Pennsylvania,PA,1,,
3900,gehris,1,souderton,Pennsylvania,PA,1,,
3901,oberlin municipal,1,oberlin,Ohio,OH,1,,
3902,ocean isle municipal,1,ocean isle beach,North Carolina,NC,1,,
3903,ocean ridge,1,guallala,California,CA,1,,
3904,ocean ridge,1,,,,0,,
3905,forest hill,1,forest hill,Maryland,MD,1,,
3906,flying x ranch,1,montevallo,Alabama,AL,1,,
3907,geraci airpark,1,lutz,Florida,FL,1,,
3908,george west municipal,1,george west,Texas,TX,1,,
3909,oktibbeha,1,starkville,Mississippi,MS,1,,
3910,foos field,1,granger,Indiana,IN,1,,
3911,geneseo municipal,1,geneseo,New York,NY,1,,
3912,ogle county,1,mount morris,Illinois,IL,1,,
3913,ofu,1,ofu village,American Samoa,AS,1,,
3914,odgen municipal,1,ogden,Utah,UT,1,,
3915,forty fort municipal,1,forty fort,Pennsylvania,PA,1,,
3916,forest home,1,woodville,Mississippi,MS,1,,
3917,odessa municipal,1,odessa,Washington,WA,1,,
3918,forks,1,forks,Washington,WA,1,,
3919,ocracoke municipal,1,ocracoke,North Carolina,NC,1,,
3920,ocotillo,1,ocotillo wells,California,CA,1,,
3921,gene snyder,1,falmouth,Kentucky,KY,1,,
3922,fort hill,1,west bloomfield,New York,NY,1,,
3923,fort smith landing strip,1,fort smith,Montana,MT,1,,
3924,frankfurt municipal,1,frankfurt,,,0,,
3925,franklin,1,louisburg,North Carolina,NC,1,,
3926,gaston,1,lakeview,Arkansas,AR,1,,
3927,newfound valley,1,bristol,New Hampshire,NH,1,,
3928,noelke ranch,1,mertzon,Texas,TX,1,,
3929,fuquay angier field,1,fuquay varina,North Carolina,NC,1,,
3930,noble county,1,caldwell,Ohio,OH,1,,
3931,noahs ark,1,waldron,Missouri,MO,1,,
3932,nichols,1,la porte city,Iowa,IA,1,,
3933,newton field,1,jackman,Maine,ME,1,,
3934,furnace creek municipal,1,furnace creek,California,CA,1,,
3935,gaines county,1,seminole,Texas,TX,1,,
3936,new tokyo international,1,new tokyo,,,0,,
3937,ft polk municipal,1,leesville,Louisiana,LA,1,,
3938,newburyport municipal,1,newburyport,Massachusetts,MA,1,,
3939,newbury,1,lyons,Ohio,OH,1,,
3940,new town municipal,1,new town,North Dakota,ND,1,,
3941,newberry municipal,1,newberry,South Carolina,SC,1,,
3942,new york city international,1,new york city,New York,NY,1,,
3943,newbedford municipal,1,new bedford,Massachusetts,MA,1,,
3944,new york skyports inc,1,new york,New York,NY,1,,
3945,new york mills municipal,1,new york mills,Minnesota,MN,1,,
3946,fulton municipal,1,fulton,Missouri,MO,1,,
3947,gainesville memorial,1,gainesville,Missouri,MO,1,,
3948,franklin foundation hospital,1,amelia,Louisiana,LA,1,,
3949,north hatfield municipal,1,north hatfield,Massachusetts,MA,1,,
3950,franklinton,1,franklinton,Louisiana,LA,1,,
3951,freddie jones field,1,linden,Alabama,AL,1,,
3952,fredonia,1,fredonia,Kansas,KS,1,,
3953,freemont municipal,1,fremont,Michigan,MI,1,,
3954,freeport international,1,freeport,,,0,,
3955,garrison municipal,1,garrison,North Dakota,ND,1,,
3956,freyer field,1,white swan,Washington,WA,1,,
3957,fritchburg municipal,1,fitchburg,Massachusetts,MA,1,,
3958,new koliganek municipal,1,new koliganek,Alaska,AK,1,,
3959,galenstein park,1,blue ash,Ohio,OH,1,,
3960,garnett municipal,1,garnett,Kansas,KS,1,,
3961,fsa everett,1,stanwood,Washington,WA,1,,
3962,garner municipal,1,garner,Iowa,IA,1,,
3963,north cedar,1,cedar springs,Michigan,MI,1,,
3964,ft collins municipal,1,fort collins,Colorado,CO,1,,
3965,north big horn county,1,cowley,Wyoming,WY,1,,
3966,north big horn county,1,,Wyoming,WY,0,,
3967,norris,1,jayton,Texas,TX,1,,
3968,ft myers municipal,1,fort myers,Florida,FL,1,,
3969,old forge municipal,1,old forge,New York,NY,1,,
3970,folkston municipal,1,folkston,Georgia,GA,1,,
3971,nevada regional medical center,1,mount vernon,Missouri,MO,1,,
3972,gilstrap field,1,claremore,Oklahoma,OK,1,,
3973,paisley,1,paisley,Oregon,OR,1,,
3974,paintsville municipal,1,paintsville,Kentucky,KY,1,,
3975,pahrump municipal,1,pahrump,Nevada,NV,1,,
3976,pageland,1,pageland,South Carolina,SC,1,,
3977,flaglor,1,mosheim,Tennessee,TN,1,,
3978,neeb,1,hilltown,Pennsylvania,PA,1,,
3979,packwood municipal,1,packwood,Washington,WA,1,,
3980,gilmore,1,pleasanton,Kansas,KS,1,,
3981,packwood,1,packwood,Washington,WA,1,,
3982,packer,1,radnor,Ohio,OH,1,,
3983,gilliam mc connell airfield,1,carthage,North Carolina,NC,1,,
3984,pace,1,ridgeway,Virginia,VA,1,,
3985,old rhinebeck,1,rhinebeck,New York,NY,1,,
3986,p and r field,1,mayfield,Idaho,ID,1,,
3987,flanders field,1,polk city,Florida,FL,1,,
3988,owosso municipal,1,owosso,Michigan,MI,1,,
3989,flandreau municipal,1,flandreau,South Dakota,SD,1,,
3990,fire island,1,anchorage,Alaska,AK,1,,
3991,palm beach gard municipal,1,palm beach gardens,Florida,FL,1,,
