
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Total
Operations",
01/1990,PSC ,WA,ANM,WE,Towers with Radar,185,"3,188",841,65,"4,279",0,0,42,16,58,0,0,0,0,0,0,0,0,0,0,"4,337",
Sub-Total for Unknown,,,,,,"46,860","29,545","34,356","3,396","114,157",48,"3,342","16,289",701,"20,380",0,0,0,0,0,0,0,0,0,0,"134,537",
01/1990,PSP ,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,192","3,081","6,763",74,"11,110",0,124,"1,818",112,"2,054",0,0,0,0,0,0,0,0,0,0,"13,164",
01/1990,PUB ,CO,ANM,WE,Combined TRACON & Tower with Radar,448,385,963,649,"2,445",64,0,87,"2,768","2,919",0,0,0,0,0,0,0,0,0,0,"5,364",
Sub-Total for Unknown,,,,,,"1,640","3,466","7,726",723,"13,555",64,124,"1,905","2,880","4,973",0,0,0,0,0,0,0,0,0,0,"18,528",
Sub-Total for WE,,,,,,"1,825","6,654","8,567",788,"17,834",64,124,"1,947","2,896","5,031",0,0,0,0,0,0,0,0,0,0,"22,865",
01/1990,PWM ,ME,ANE,EN,Towers with Radar,"1,470","2,376","2,961",41,"6,848",0,"1,016","1,130",450,"2,596",0,0,0,0,0,0,0,0,0,0,"9,444",
01/1990,R90 ,NE,ACE,CE,"TRACON, RAPCON, or CERAP","3,608","1,461","5,394","2,370","12,833",320,256,"2,794",79,"3,449",0,0,0,0,0,0,0,0,0,0,"16,282",
01/1990,RDG ,PA,AEA,EN,Towers with Radar,0,"1,181","1,255",67,"2,503",0,633,660,30,"1,323",0,0,0,0,0,0,0,0,0,0,"3,826",
01/1990,RDU ,NC,ASO,EN,Towers with Radar,"10,498","5,071","5,145",434,"21,148",19,435,"1,470",318,"2,242",23,244,"2,213",260,"2,740",5,33,918,46,"1,002","27,132",
Sub-Total for EN,,,,,,"10,498","6,252","6,400",501,"23,651",19,"1,068","2,130",348,"3,565",23,244,"2,213",260,"2,740",5,33,918,46,"1,002","30,958",
01/1990,RFD ,IL,AGL,CE,Towers with Radar,46,"1,108","5,502",218,"6,874",69,"1,959","2,885",77,"4,990",0,0,0,0,0,0,0,0,0,0,"11,864",
01/1990,RIC ,VA,AEA,EN,Towers with Radar,"3,105","2,012","6,194","1,312","12,623",0,639,"3,196",655,"4,490",0,0,0,0,0,0,0,0,0,0,"17,113",
01/1990,RNO ,NV,AWP,WE,Towers with Radar,"3,951","1,796","4,149",667,"10,563",0,0,404,103,507,0,0,0,0,0,0,0,0,0,0,"11,070",
01/1990,ROA ,VA,AEA,EN,Towers with Radar,"1,281","1,945","3,148",57,"6,431",71,349,"1,294",109,"1,823",0,0,0,0,0,0,0,0,0,0,"8,254",
01/1990,ROC ,NY,AEA,CE,Towers with Radar,"4,045","2,015","3,665",88,"9,813",502,636,948,45,"2,131",0,0,0,0,0,0,0,0,0,0,"11,944",
Sub-Total for Unknown,,,,,,"22,926","15,128","29,058","2,843","69,955",661,"4,651","10,857","1,337","17,506",23,244,"2,213",260,"2,740",5,33,918,46,"1,002","91,203",
Sub-Total for AEA,,,,,,"5,326","3,960","6,813",145,"16,244",573,985,"2,242",154,"3,954",0,0,0,0,0,0,0,0,0,0,"20,198",
01/1990,ROW ,NM,ASW,WE,Tower without Radar,0,567,429,"1,304","2,300",0,2,41,77,120,0,0,0,0,0,0,0,0,0,0,"2,420",
01/1990,RST ,MN,AGL,CE,Towers with Radar,505,248,"1,195",154,"2,102",0,46,458,0,504,0,0,0,0,0,0,0,0,0,0,"2,606",
01/1990,RSW ,FL,ASO,ES,Towers with Radar,"4,044","2,837","5,077",227,"12,185",36,942,"5,320",155,"6,453",0,0,0,0,0,0,0,0,0,0,"18,638",
Sub-Total for Unknown,,,,,,"4,549","3,085","6,272",381,"14,287",36,988,"5,778",155,"6,957",0,0,0,0,0,0,0,0,0,0,"21,244",
01/1990,S46 ,WA,ANM,WE,"TRACON, RAPCON, or CERAP","15,858","13,128","7,775","2,670","39,431",109,25,503,142,779,2,131,51,1,185,1,77,"1,411",148,"1,637","42,032",
01/1990,S56 ,UT,ANM,WE,"TRACON, RAPCON, or CERAP","13,445","4,721","5,337","2,480","25,983",0,209,"2,253",162,"2,624",2,147,995,33,"1,177",0,80,725,60,865,"30,649",
Sub-Total for Unknown,,,,,,"29,303","17,849","13,112","5,150","65,414",109,234,"2,756",304,"3,403",4,278,"1,046",34,"1,362",1,157,"2,136",208,"2,502","72,681",
Sub-Total for WE,,,,,,"29,303","17,849","13,112","5,150","65,414",109,234,"2,756",304,"3,403",4,278,"1,046",34,"1,362",1,157,"2,136",208,"2,502","72,681",
Sub-Total for ANM,,,,,,"29,303","17,849","13,112","5,150","65,414",109,234,"2,756",304,"3,403",4,278,"1,046",34,"1,362",1,157,"2,136",208,"2,502","72,681",
01/1990,SAT ,TX,ASW,CE,Towers with Radar,"6,990","1,728","8,145","11,390","28,253",0,49,"2,163",564,"2,776",0,0,0,0,0,0,0,0,0,0,"31,029",
01/1990,SAV ,GA,ASO,ES,Towers with Radar,"1,654",785,"4,285","1,567","8,291",0,214,"2,993",731,"3,938",0,0,0,0,0,0,0,0,0,0,"12,229",
01/1990,SBA ,CA,AWP,WE,Towers with Radar,747,"3,939","6,545",74,"11,305",0,449,"1,192",98,"1,739",0,0,0,0,0,0,0,0,0,0,"13,044",
01/1990,SBN ,IN,AGL,CE,Towers with Radar,533,"3,416","4,665",25,"8,639",27,"2,458","2,513",16,"5,014",0,0,0,0,0,0,0,0,0,0,"13,653",
01/1990,SCK ,CA,AWP,WE,Towers with Radar,143,"1,032","3,925",483,"5,583",304,"4,523","2,731",947,"8,505",0,0,0,0,0,0,0,0,0,0,"14,088",
01/1990,SDF ,KY,ASO,CE,Towers with Radar,"6,733","2,341","5,001",644,"14,719",135,431,"3,691",148,"4,405",0,0,0,0,0,0,0,0,0,0,"19,124",
01/1990,SGF ,MO,ACE,CE,Towers with Radar,358,"1,674","1,555",172,"3,759",0,227,488,16,731,0,0,0,0,0,0,0,0,0,0,"4,490",
01/1990,SHV ,LA,ASW,CE,Towers with Radar,"1,416","1,349","3,038","4,094","9,897",0,210,"2,140",169,"2,519",0,0,0,0,0,0,0,0,0,0,"12,416",
Sub-Total for Unknown,,,,,,"18,574","16,264","37,159","18,449","90,446",466,"8,561","17,911","2,689","29,627",0,0,0,0,0,0,0,0,0,0,"120,073",
01/1990,SJT ,TX,ASW,CE,Tower without Radar,0,"1,135",624,971,"2,730",0,0,23,33,56,0,0,0,0,0,0,0,0,0,0,"2,786",
Sub-Total for ASW,,,,,,"1,416","2,484","3,662","5,065","12,627",0,210,"2,163",202,"2,575",0,0,0,0,0,0,0,0,0,0,"15,202",
01/1990,SPI ,IL,AGL,CE,Towers with Radar,0,"2,226","4,104",587,"6,917",122,877,"1,197",41,"2,237",0,0,0,0,0,0,0,0,0,0,"9,154",
01/1990,SUX ,IA,ACE,CE,Towers with Radar,493,432,"1,292",400,"2,617",0,31,280,0,311,0,0,0,0,0,0,0,0,0,0,"2,928",
Sub-Total for CE,,,,,,"9,000","9,157","15,614","6,868","40,639",257,"1,776","7,819",407,"10,259",0,0,0,0,0,0,0,0,0,0,"50,898",
01/1990,SYR ,NY,AEA,EN,Towers with Radar,"4,473","4,012","3,409",610,"12,504",99,658,"1,489",197,"2,443",0,0,0,0,0,0,0,0,0,0,"14,947",
Sub-Total for Unknown,,,,,,"4,966","6,670","8,805","1,597","22,038",221,"1,566","2,966",238,"4,991",0,0,0,0,0,0,0,0,0,0,"27,029",
01/1990,T52 ,NY,AEA,EN,"TRACON, RAPCON, or CERAP",235,"1,291","1,923","1,752","5,201",335,"1,043",924,221,"2,523",0,0,0,0,0,0,0,0,0,0,"7,724",
Sub-Total for EN,,,,,,"4,708","5,303","5,332","2,362","17,705",434,"1,701","2,413",418,"4,966",0,0,0,0,0,0,0,0,0,0,"22,671",
Sub-Total for AEA,,,,,,"4,708","5,303","5,332","2,362","17,705",434,"1,701","2,413",418,"4,966",0,0,0,0,0,0,0,0,0,0,"22,671",
Sub-Total for NY,,,,,,"4,708","5,303","5,332","2,362","17,705",434,"1,701","2,413",418,"4,966",0,0,0,0,0,0,0,0,0,0,"22,671",
01/1990,T75 ,MO,ACE,CE,"TRACON, RAPCON, or CERAP","23,997","9,357","7,145","1,035","41,534",1,116,"1,802",504,"2,423",0,0,0,0,0,0,0,0,0,0,"43,957",
Sub-Total for Unknown,,,,,,"24,232","10,648","9,068","2,787","46,735",336,"1,159","2,726",725,"4,946",0,0,0,0,0,0,0,0,0,0,"51,681",
01/1990,TLH ,FL,ASO,ES,Towers with Radar,"1,622","1,831","5,812",505,"9,770",0,158,"2,458",267,"2,883",0,0,0,0,0,0,0,0,0,0,"12,653",
01/1990,TOL ,OH,AGL,CE,Towers with Radar,597,"1,901","4,478",230,"7,206",42,900,"3,547",46,"4,535",0,0,0,0,0,0,0,0,0,0,"11,741",
01/1990,TPA ,FL,ASO,ES,Towers with Radar,"14,772","4,743","11,462","3,421","34,398",0,498,"7,634",900,"9,032",0,0,0,0,0,0,0,0,0,0,"43,430",
01/1990,TRI ,TN,ASO,ES,Towers with Radar,597,"1,507","3,071",22,"5,197",0,61,"1,829",299,"2,189",0,0,0,0,0,0,0,0,0,0,"7,386",
Sub-Total for ES,,,,,,"15,369","6,250","14,533","3,443","39,595",0,559,"9,463","1,199","11,221",0,0,0,0,0,0,0,0,0,0,"50,816",
Sub-Total for ASO,,,,,,"15,369","6,250","14,533","3,443","39,595",0,559,"9,463","1,199","11,221",0,0,0,0,0,0,0,0,0,0,"50,816",
01/1990,TUL ,OK,ASW,CE,Towers with Radar,"4,665",832,"7,208","1,195","13,900",46,579,"3,915",172,"4,712",0,0,0,0,0,0,0,0,0,0,"18,612",
Sub-Total for Unknown,,,,,,"22,253","10,814","32,031","5,373","70,471",88,"2,196","19,383","1,684","23,351",0,0,0,0,0,0,0,0,0,0,"93,822",
01/1990,TUT ,AS,AWP,WE,Tower without Radar,54,174,9,25,262,116,0,0,0,116,0,0,0,0,0,0,0,0,0,0,378,
01/1990,TWF ,ID,ANM,WE,Combination Non-Radar Approach Control & Tower w/o Radar,47,922,422,7,"1,398",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"1,399",
Sub-Total for WE,,,,,,101,"1,096",431,32,"1,660",116,0,1,0,117,0,0,0,0,0,0,0,0,0,0,"1,777",
01/1990,TYR ,TX,ASW,CE,Tower without Radar,0,"1,498",804,0,"2,302",0,1,90,0,91,0,0,0,0,0,0,0,0,0,0,"2,393",
01/1990,TYS ,TN,ASO,ES,Towers with Radar,"2,004","2,481","5,878","1,170","11,533",0,146,"2,002",38,"2,186",0,0,0,0,0,0,0,0,0,0,"13,719",
01/1990,U90 ,AZ,AWP,WE,"TRACON, RAPCON, or CERAP","3,675",526,"9,844","9,411","23,456",0,122,352,306,780,0,0,0,0,0,0,0,0,0,0,"24,236",
01/1990,Y90 ,CT,ANE,EN,"TRACON, RAPCON, or CERAP","7,369","6,157","5,852","1,771","21,149",89,"3,428","3,967",251,"7,735",5,390,501,70,966,28,200,828,43,"1,099","30,949",
Sub-Total for Unknown,,,,,,"11,044","6,683","15,696","11,182","44,605",89,"3,550","4,319",557,"8,515",5,390,501,70,966,28,200,828,43,"1,099","55,185",
01/1990,YKM ,WA,ANM,WE,Tower without Radar,0,"1,584",583,181,"2,348",0,34,22,0,56,0,0,0,0,0,0,0,0,0,0,"2,404",
01/1990,YNG ,OH,AGL,CE,Towers with Radar,105,789,"3,133",346,"4,373",3,869,"1,334",0,"2,206",0,0,0,0,0,0,0,0,0,0,"6,579",
01/1990,ZHN ,HI,AWP,WE,"TRACON, RAPCON, or CERAP","9,683","9,742","1,818","1,396","22,639","13,869",825,505,"3,328","18,527",0,0,0,0,0,0,0,0,0,0,"41,166",
01/1990,ZSU ,PR,ASO,ES,"TRACON, RAPCON, or CERAP","7,736","13,966","3,059","1,232","25,993","7,239",78,865,490,"8,672",0,"1,444","1,408",238,"3,090",1,8,34,1,44,"37,799",
Sub-Total for Unknown,,,,,,"17,419","23,708","4,877","2,628","48,632","21,108",903,"1,370","3,818","27,199",0,"1,444","1,408",238,"3,090",1,8,34,1,44,"78,965",
01/1990,ZUA ,GU,AWP,WE,Air Route Traffic Control Center,"1,269",167,69,"1,115","2,620",0,0,176,92,268,0,0,0,0,0,0,0,0,0,0,"2,888",
Sub-Total for 01/1990,,,,,,"1,081,574","611,030","922,746","295,509","2,910,859","74,783","106,921","374,704","68,018","624,426",392,"9,543","47,003","2,299","59,237",137,"1,192","18,399","1,031","20,759","3,615,281",
Total:, ,,,,,"4,239,982","2,419,084","3,993,654","1,123,960","11,776,680","293,261","427,228","1,694,003","270,913","2,685,405",392,"9,543","47,003","2,299","59,237",137,"1,192","18,399","1,031","20,759","14,542,081",
"Report created on Sat Nov 14 09:53:10 EST 2020
Sources: Air Traffic Activity System (ATADS)
Show data notices.",,,,,,,,,,,,,,,,,,,,,,,,,,,
